,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
197,Careless Love,7,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",2, Is the pedal usage appropriate? ," Pedal usage is generally good, but pedal should be cleanly used for left hand quarter notes. ",train
198,Careless Love,7,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",2, Is the performed rhythm accurate? ," Yes, good rhythm.",train
199,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, How is the tone production? ," A bit mushy, possibly due to excessive right pedal usage.",train
200,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, How is the overall tempo? ," Very slow, could be increased slightly.",train
201,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, Is the performance hesitant or smooth? , Some insecurity was displayed in parts of the performance.,train
202,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the pedal usage appropriate? , It was a bit blurry.,train
203,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the performed note accurate? , A couple of mistakes were made.,train
204,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the phrasing or melodic shaping clear? , Not much shaping was observed.,train
205,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, Is the performance hesitant or smooth? , The performance was smooth.,train
206,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, Is the performed note accurate? , The notes were accurately performed.,train
207,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, How is the tone production? , The tone of the chords is very good.,train
208,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, How would you describe the emotional intent of the performance? , The lower volume made the piece seem to have less emotion.,train
209,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is the pedal usage appropriate? , There was some pedal blur.,train
210,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is the performed note accurate? , A wrong note was played on line 3.,train
211,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is there reasonalbe dynamics contrast? , No crescendo or decrescendo was noted.,train
212,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7," What is the overall score you would assign to the performance, in a scale 5? "," 4, Good.",train
213,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7, Is there reasonalbe dynamics contrast? , There was no change in sound intensity.,train
214,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7, Is the performed note accurate? , I believe one of the notes was wrong.,train
215,Careless Love,8,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
216,Careless Love,8,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
217,Careless Love,8,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
218,Careless Love,8,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
219,Careless Love,8,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
220,Careless Love,8,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
221,Careless Love,8,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
222,Careless Love,8,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
223,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is the balance between hands reasonable? ," Right hand should be louder, Left hand softer. ",train
224,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is there a reasonable tempo contrast? , No tempo contrast. ,train
225,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is the performed note accurate? , Notes are accurate.,train
226,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, How is the performer's musicality? , Lack of musicality. ,train
227,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, Is the pedal usage appropriate? , Clunky pedal work. ,train
228,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, Is the performance hesitant or smooth? , Nonfluid transitions between left hand chords.,train
229,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, How is the overall tempo? , Excellent! I like the tempo! ,train
230,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, Is the rhythm accurate? , Steady rhythm. ,train
231,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, Is the performed note accurate? , Good solid chords.,train
232,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performed tempo stable? , No mistakes about the tempo. ,train
233,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performed note accurate? , Notes are accurate. ,train
234,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performance following score instructions? , Lacks of slight things like the break in measure 4.,train
235,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the balance between hands reasonable? , Left hand a bit too heavy.,train
236,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the articulation appropriate? , Left hand a bit too detached.,train
237,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the phrasing or melodic shaping clear? , Not enough melodic shaping.,train
238,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the performed note accurate? , Accuracy good.,train
