,id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,webpage_url,channel_url,split,audio_path,Q,A
50,EL_DTzs7CeA,,Interstellar - Main Theme - EPIC Piano Solo,20230601,289,1525,88.0,,33.0,https://www.youtube.com/watch?v=EL_DTzs7CeA,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,train,/data/scratch/acw630/PianoJudge/novice/EL_DTzs7CeA.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
51,1l_MPZ8PU7U,0.0,Dreaming - ABRSM Grade 7 specimen (more) No. 15 - Sight-reading progress Oct 2023 #30piecechallenge,20240104,100,94,7.0,,4.0,https://www.youtube.com/watch?v=1l_MPZ8PU7U,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/1l_MPZ8PU7U.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
52,bSUOB3coOAI,,60 days of practice: day 15 Rachmaninoff Prelude C Sharp Minor,20230608,57,531,22.0,,4.0,https://www.youtube.com/watch?v=bSUOB3coOAI,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/bSUOB3coOAI.wav,Who is likely the composer of the music being played?,Rachmaninoff
52,bSUOB3coOAI,,60 days of practice: day 15 Rachmaninoff Prelude C Sharp Minor,20230608,57,531,22.0,,4.0,https://www.youtube.com/watch?v=bSUOB3coOAI,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/bSUOB3coOAI.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
53,iEV76eBJJaw,,60 days of practice:  day 40 Chopin Fantaisie-Impromptu | The Most Romantic Part,20230705,96,329,14.0,,4.0,https://www.youtube.com/watch?v=iEV76eBJJaw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/iEV76eBJJaw.wav,Who is likely the composer of the music being played?,Chopin
53,iEV76eBJJaw,,60 days of practice:  day 40 Chopin Fantaisie-Impromptu | The Most Romantic Part,20230705,96,329,14.0,,4.0,https://www.youtube.com/watch?v=iEV76eBJJaw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/iEV76eBJJaw.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
54,H0OFr5-nsIk,,하농 31번 효과적 연습법 둘,20220712,29,24,,,,https://www.youtube.com/watch?v=H0OFr5-nsIk,https://www.youtube.com/channel/UCztTKflXnyZ4vfWCQKO3nPw,train,/data/scratch/acw630/PianoJudge/novice/H0OFr5-nsIk.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
55,5p-aSlA1r28,,Piano Practice Day 15 of 30 Tchaikovsky Polka,20230508,41,36,12.0,,0.0,https://www.youtube.com/watch?v=5p-aSlA1r28,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/5p-aSlA1r28.wav,Could you guess the composer of this piece?,Tchaikovsky
55,5p-aSlA1r28,,Piano Practice Day 15 of 30 Tchaikovsky Polka,20230508,41,36,12.0,,0.0,https://www.youtube.com/watch?v=5p-aSlA1r28,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/5p-aSlA1r28.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
56,sSi69i955Jg,,60 days of practice: day 18 Chopin Fantaisie - Impromptu Speed up....a little😊,20230611,95,5969,248.0,,42.0,https://www.youtube.com/watch?v=sSi69i955Jg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/sSi69i955Jg.wav,Could you guess the composer of this piece?,Chopin
56,sSi69i955Jg,,60 days of practice: day 18 Chopin Fantaisie - Impromptu Speed up....a little😊,20230611,95,5969,248.0,,42.0,https://www.youtube.com/watch?v=sSi69i955Jg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/sSi69i955Jg.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
57,d4VLd7HPrnc,0.0,"Bach prelude, G major WTC book 1",20221211,70,39,4.0,,0.0,https://www.youtube.com/watch?v=d4VLd7HPrnc,https://www.youtube.com/channel/UCNYXoB4duLvrUR5ERSAHjNg,train,/data/scratch/acw630/PianoJudge/novice/d4VLd7HPrnc.wav,Who is likely the composer of the music being played?,Bach
57,d4VLd7HPrnc,0.0,"Bach prelude, G major WTC book 1",20221211,70,39,4.0,,0.0,https://www.youtube.com/watch?v=d4VLd7HPrnc,https://www.youtube.com/channel/UCNYXoB4duLvrUR5ERSAHjNg,train,/data/scratch/acw630/PianoJudge/novice/d4VLd7HPrnc.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
58,gfuaRYQQbYk,,60 days of practice: day 17 Beethoven Sonata,20230610,74,87,10.0,,0.0,https://www.youtube.com/watch?v=gfuaRYQQbYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/gfuaRYQQbYk.wav,Who is likely the composer of the music being played?,Beethoven
58,gfuaRYQQbYk,,60 days of practice: day 17 Beethoven Sonata,20230610,74,87,10.0,,0.0,https://www.youtube.com/watch?v=gfuaRYQQbYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/gfuaRYQQbYk.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
59,Mb0UlYIFHhY,,ABRSM 2023 & 2024 - A:2 Dragonflies (Grade 1 Piano Exam),20230405,43,181,7.0,,2.0,https://www.youtube.com/watch?v=Mb0UlYIFHhY,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,test,/data/scratch/acw630/PianoJudge/novice/Mb0UlYIFHhY.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
60,AAV0XzTq-Ag,,Bach: French Suite No. 2 in C Minor: Allemande (BWV 813),20230329,209,291,12.0,,2.0,https://www.youtube.com/watch?v=AAV0XzTq-Ag,https://www.youtube.com/channel/UCARhyyxNbUEim4VCL16_YSg,test,/data/scratch/acw630/PianoJudge/novice/AAV0XzTq-Ag.wav,Can you identify the composer of this piece?,Bach
60,AAV0XzTq-Ag,,Bach: French Suite No. 2 in C Minor: Allemande (BWV 813),20230329,209,291,12.0,,2.0,https://www.youtube.com/watch?v=AAV0XzTq-Ag,https://www.youtube.com/channel/UCARhyyxNbUEim4VCL16_YSg,test,/data/scratch/acw630/PianoJudge/novice/AAV0XzTq-Ag.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
61,jje--8VqhMY,0.0,Improve your sightreading 6 - P. Harris Sight-reading progress Mar 2023 #30piecechallenge,20231214,91,125,6.0,,2.0,https://www.youtube.com/watch?v=jje--8VqhMY,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,test,/data/scratch/acw630/PianoJudge/novice/jje--8VqhMY.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
62,3t3OkWlIv_4,,Çalıkuşu Jenerik (piano cover),20230909,116,253,9.0,,7.0,https://www.youtube.com/watch?v=3t3OkWlIv_4,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,train,/data/scratch/acw630/PianoJudge/novice/3t3OkWlIv_4.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
63,Kij7AOMoAe8,,Piano practice Day 7 of 30 Tchaikovsky Sweet dream,20230430,53,39,7.0,,4.0,https://www.youtube.com/watch?v=Kij7AOMoAe8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/Kij7AOMoAe8.wav,Who is likely the composer of the music being played?,Tchaikovsky
63,Kij7AOMoAe8,,Piano practice Day 7 of 30 Tchaikovsky Sweet dream,20230430,53,39,7.0,,4.0,https://www.youtube.com/watch?v=Kij7AOMoAe8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/Kij7AOMoAe8.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
64,24f52cBNneQ,,Bach - Invention No.8 in F,20231226,79,141,9.0,,8.0,https://www.youtube.com/watch?v=24f52cBNneQ,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,train,/data/scratch/acw630/PianoJudge/novice/24f52cBNneQ.wav,Can you identify the composer of this piece?,Bach
64,24f52cBNneQ,,Bach - Invention No.8 in F,20231226,79,141,9.0,,8.0,https://www.youtube.com/watch?v=24f52cBNneQ,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,train,/data/scratch/acw630/PianoJudge/novice/24f52cBNneQ.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
65,w4JqtBiXezw,,Tchaikovsky Waltz Piano Practice Day 18 of 30,20230511,34,77,12.0,,0.0,https://www.youtube.com/watch?v=w4JqtBiXezw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/w4JqtBiXezw.wav,Could you guess the composer of this piece?,Tchaikovsky
65,w4JqtBiXezw,,Tchaikovsky Waltz Piano Practice Day 18 of 30,20230511,34,77,12.0,,0.0,https://www.youtube.com/watch?v=w4JqtBiXezw,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/w4JqtBiXezw.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
66,2aDn5B4l6mk,0.0,Fantaisie Impromptu (Self-Taught Progress),20220809,337,890,34.0,,10.0,https://www.youtube.com/watch?v=2aDn5B4l6mk,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,train,/data/scratch/acw630/PianoJudge/novice/2aDn5B4l6mk.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
67,IyeW13t-PNc,,60 days of practice: day 41 Chopin Nocturne op.9 no.2,20230706,62,886,39.0,,7.0,https://www.youtube.com/watch?v=IyeW13t-PNc,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/IyeW13t-PNc.wav,Can you identify the composer of this piece?,Chopin
67,IyeW13t-PNc,,60 days of practice: day 41 Chopin Nocturne op.9 no.2,20230706,62,886,39.0,,7.0,https://www.youtube.com/watch?v=IyeW13t-PNc,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/IyeW13t-PNc.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
68,N9kd-KllOgI,,"My first Grieg ❤️ ""Puck"" (Lyric Pieces, Op 71 No  3)",20230701,145,110,12.0,,7.0,https://www.youtube.com/watch?v=N9kd-KllOgI,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/N9kd-KllOgI.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
69,dRqmbkYvTgY,,01 | Chopin Etude op.10 no.1| First Step | Practice,20231005,79,345,18.0,,6.0,https://www.youtube.com/watch?v=dRqmbkYvTgY,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/dRqmbkYvTgY.wav,Can you identify the composer of this piece?,Chopin
69,dRqmbkYvTgY,,01 | Chopin Etude op.10 no.1| First Step | Practice,20231005,79,345,18.0,,6.0,https://www.youtube.com/watch?v=dRqmbkYvTgY,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/dRqmbkYvTgY.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
70,IO5Utw3OYlw,,First time adding my own ornaments ❤️ Scarlatti K322,20231021,164,137,8.0,,3.0,https://www.youtube.com/watch?v=IO5Utw3OYlw,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/IO5Utw3OYlw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
71,AVRiWgaNgag,,3 years piano progress - Bach Sinfonia N.  7,20231223,153,301,18.0,,9.0,https://www.youtube.com/watch?v=AVRiWgaNgag,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/AVRiWgaNgag.wav,Who is likely the composer of the music being played?,Bach
71,AVRiWgaNgag,,3 years piano progress - Bach Sinfonia N.  7,20231223,153,301,18.0,,9.0,https://www.youtube.com/watch?v=AVRiWgaNgag,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/AVRiWgaNgag.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
72,fPA9Az2Ef3I,,Handel/Halvorsen - Passacaglia (5 octaves),20230125,145,5924,211.0,,39.0,https://www.youtube.com/watch?v=fPA9Az2Ef3I,https://www.youtube.com/channel/UCXVXYHHNtj4HWwTkMFiQlIw,train,/data/scratch/acw630/PianoJudge/novice/fPA9Az2Ef3I.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
73,g2ckTRQtxug,,"L.V. Beethoven ""Für Elise"" 2 Theme",20210202,50,88,5.0,,0.0,https://www.youtube.com/watch?v=g2ckTRQtxug,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/g2ckTRQtxug.wav,Who is likely the composer of the music being played?,Beethoven
73,g2ckTRQtxug,,"L.V. Beethoven ""Für Elise"" 2 Theme",20210202,50,88,5.0,,0.0,https://www.youtube.com/watch?v=g2ckTRQtxug,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/g2ckTRQtxug.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
74,ocrszGeFIZg,,C. Debussy Suite Bergamasque Passepied,20210219,43,57,6.0,,0.0,https://www.youtube.com/watch?v=ocrszGeFIZg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/ocrszGeFIZg.wav,Who might be the composer of this piece?,Debussy
74,ocrszGeFIZg,,C. Debussy Suite Bergamasque Passepied,20210219,43,57,6.0,,0.0,https://www.youtube.com/watch?v=ocrszGeFIZg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/ocrszGeFIZg.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
75,0KWFdbu1Cn8,,60 days of practice: day 21 Chopin Waltz  Little Progress but Middle Section👎,20230614,107,126,14.0,,6.0,https://www.youtube.com/watch?v=0KWFdbu1Cn8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/0KWFdbu1Cn8.wav,Who is likely the composer of the music being played?,Chopin
75,0KWFdbu1Cn8,,60 days of practice: day 21 Chopin Waltz  Little Progress but Middle Section👎,20230614,107,126,14.0,,6.0,https://www.youtube.com/watch?v=0KWFdbu1Cn8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/0KWFdbu1Cn8.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
76,lnbukA2kjuA,2.0,F. Chopin - Prelude №20 op.28,20231028,97,159,17.0,,37.0,https://www.youtube.com/watch?v=lnbukA2kjuA,https://www.youtube.com/channel/UCtBh6e4qPMgJx4O6hL3OHQA,train,/data/scratch/acw630/PianoJudge/novice/lnbukA2kjuA.wav,Who might be the composer of this piece?,Chopin
76,lnbukA2kjuA,2.0,F. Chopin - Prelude №20 op.28,20231028,97,159,17.0,,37.0,https://www.youtube.com/watch?v=lnbukA2kjuA,https://www.youtube.com/channel/UCtBh6e4qPMgJx4O6hL3OHQA,train,/data/scratch/acw630/PianoJudge/novice/lnbukA2kjuA.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
77,XWXk9q7zhYk,,Chopin Waltz | Practice,20240111,73,33,8.0,,2.0,https://www.youtube.com/watch?v=XWXk9q7zhYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/XWXk9q7zhYk.wav,Who is likely the composer of the music being played?,Chopin
77,XWXk9q7zhYk,,Chopin Waltz | Practice,20240111,73,33,8.0,,2.0,https://www.youtube.com/watch?v=XWXk9q7zhYk,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/XWXk9q7zhYk.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
78,0xpeu2JnQfA,,Sonate e moll Hydn 1st movement,20210308,52,49,9.0,,0.0,https://www.youtube.com/watch?v=0xpeu2JnQfA,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/0xpeu2JnQfA.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
79,K5s5Tngnveg,,60 days of practice: day 51 | Beethoven Sonata no.2,20230721,77,411,22.0,,4.0,https://www.youtube.com/watch?v=K5s5Tngnveg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/K5s5Tngnveg.wav,Can you identify the composer of this piece?,Beethoven
79,K5s5Tngnveg,,60 days of practice: day 51 | Beethoven Sonata no.2,20230721,77,411,22.0,,4.0,https://www.youtube.com/watch?v=K5s5Tngnveg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,test,/data/scratch/acw630/PianoJudge/novice/K5s5Tngnveg.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
80,ZkMsY68guf4,,3 years piano progress - My first polyrhythmic piece ❤️ Schubert Ständchen D957/4 (Serenade),20231230,269,244,23.0,,18.0,https://www.youtube.com/watch?v=ZkMsY68guf4,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/ZkMsY68guf4.wav,Could you guess the composer of this piece?,Schubert
80,ZkMsY68guf4,,3 years piano progress - My first polyrhythmic piece ❤️ Schubert Ständchen D957/4 (Serenade),20231230,269,244,23.0,,18.0,https://www.youtube.com/watch?v=ZkMsY68guf4,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,train,/data/scratch/acw630/PianoJudge/novice/ZkMsY68guf4.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
81,KIlBPagZE2M,,바다의 선율 I 이루마 인어공주 OST,20230827,77,28,,,,https://www.youtube.com/watch?v=KIlBPagZE2M,https://www.youtube.com/channel/UCztTKflXnyZ4vfWCQKO3nPw,train,/data/scratch/acw630/PianoJudge/novice/KIlBPagZE2M.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
82,1tjPXBDkle8,,P. I. Tchaikovsky Seasons June (Barcarolle) 2 Theme,20210128,59,230,10.0,,1.0,https://www.youtube.com/watch?v=1tjPXBDkle8,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,train,/data/scratch/acw630/PianoJudge/novice/1tjPXBDkle8.wav,Who is likely the composer of the music being played?,Tchaikovsky
