,Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split,Q,A
23,FRANZ LISZT,Après une Lecture du Dante - Fantasia quasi Sonata,,9,https://www.youtube.com/watch?v=lWLK4fpT4VE,,,,lWLK4fpT4VE,/data/scratch/acw630/difficulty_cipi/lWLK4fpT4VE.wav,x-137,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
23,FRANZ LISZT,Après une Lecture du Dante - Fantasia quasi Sonata,,9,https://www.youtube.com/watch?v=lWLK4fpT4VE,,,,lWLK4fpT4VE,/data/scratch/acw630/difficulty_cipi/lWLK4fpT4VE.wav,x-137,train,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
24,FRÉDÉRIC CHOPIN,"Etude a minor op. 25,11",,9,https://www.youtube.com/watch?v=gZjdAWgjLx8,https://www.youtube.com/watch?v=pHlqEvAwdVc,https://www.youtube.com/watch?v=GqLLjYdxr1I,https://www.youtube.com/watch?v=YJMIIxm1bGo,gZjdAWgjLx8,/data/scratch/acw630/difficulty_cipi/gZjdAWgjLx8.wav,x-147,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
24,FRÉDÉRIC CHOPIN,"Etude a minor op. 25,11",,9,https://www.youtube.com/watch?v=gZjdAWgjLx8,https://www.youtube.com/watch?v=pHlqEvAwdVc,https://www.youtube.com/watch?v=GqLLjYdxr1I,https://www.youtube.com/watch?v=YJMIIxm1bGo,gZjdAWgjLx8,/data/scratch/acw630/difficulty_cipi/gZjdAWgjLx8.wav,x-147,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,9
24,FRÉDÉRIC CHOPIN,"Etude a minor op. 25,11",,9,https://www.youtube.com/watch?v=gZjdAWgjLx8,https://www.youtube.com/watch?v=pHlqEvAwdVc,https://www.youtube.com/watch?v=GqLLjYdxr1I,https://www.youtube.com/watch?v=YJMIIxm1bGo,gZjdAWgjLx8,/data/scratch/acw630/difficulty_cipi/gZjdAWgjLx8.wav,x-147,train,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
25,ALEXANDER SCRIABIN,Piano Sonata no. 5 op. 53,,9,https://www.youtube.com/watch?v=xDTgj_69JKA,,,,xDTgj_69JKA,/data/scratch/acw630/difficulty_cipi/xDTgj_69JKA.wav,x-158,train,Could you guess the composer of this piece?,ALEXANDER SCRIABIN
25,ALEXANDER SCRIABIN,Piano Sonata no. 5 op. 53,,9,https://www.youtube.com/watch?v=xDTgj_69JKA,,,,xDTgj_69JKA,/data/scratch/acw630/difficulty_cipi/xDTgj_69JKA.wav,x-158,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
25,ALEXANDER SCRIABIN,Piano Sonata no. 5 op. 53,,9,https://www.youtube.com/watch?v=xDTgj_69JKA,,,,xDTgj_69JKA,/data/scratch/acw630/difficulty_cipi/xDTgj_69JKA.wav,x-158,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
26,SERGEI RACHMANINOV,"Étude-Tableau f sharp minor op. 39,3",,9,https://www.youtube.com/watch?v=DH2LW7y3TLU,https://www.youtube.com/watch?v=wH_mkPtIiSk,https://www.youtube.com/watch?v=fjbfWtRyEdE,https://www.youtube.com/watch?v=BGkUhJR0XzE,DH2LW7y3TLU,/data/scratch/acw630/difficulty_cipi/DH2LW7y3TLU.wav,x-169,test,Can you identify the composer of this piece?,SERGEI RACHMANINOV
26,SERGEI RACHMANINOV,"Étude-Tableau f sharp minor op. 39,3",,9,https://www.youtube.com/watch?v=DH2LW7y3TLU,https://www.youtube.com/watch?v=wH_mkPtIiSk,https://www.youtube.com/watch?v=fjbfWtRyEdE,https://www.youtube.com/watch?v=BGkUhJR0XzE,DH2LW7y3TLU,/data/scratch/acw630/difficulty_cipi/DH2LW7y3TLU.wav,x-169,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
26,SERGEI RACHMANINOV,"Étude-Tableau f sharp minor op. 39,3",,9,https://www.youtube.com/watch?v=DH2LW7y3TLU,https://www.youtube.com/watch?v=wH_mkPtIiSk,https://www.youtube.com/watch?v=fjbfWtRyEdE,https://www.youtube.com/watch?v=BGkUhJR0XzE,DH2LW7y3TLU,/data/scratch/acw630/difficulty_cipi/DH2LW7y3TLU.wav,x-169,test,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
27,FRANZ SCHUBERT,Fantasy (Wanderer Fantasy) C major op. 15 D 760,,9,https://www.youtube.com/watch?v=lR43Ti4w5MM,,,,lR43Ti4w5MM,/data/scratch/acw630/difficulty_cipi/lR43Ti4w5MM.wav,x-176,train,Can you identify the composer of this piece?,FRANZ SCHUBERT
27,FRANZ SCHUBERT,Fantasy (Wanderer Fantasy) C major op. 15 D 760,,9,https://www.youtube.com/watch?v=lR43Ti4w5MM,,,,lR43Ti4w5MM,/data/scratch/acw630/difficulty_cipi/lR43Ti4w5MM.wav,x-176,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",9
27,FRANZ SCHUBERT,Fantasy (Wanderer Fantasy) C major op. 15 D 760,,9,https://www.youtube.com/watch?v=lR43Ti4w5MM,,,,lR43Ti4w5MM,/data/scratch/acw630/difficulty_cipi/lR43Ti4w5MM.wav,x-176,train,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
28,FRÉDÉRIC CHOPIN,"Etude b minor op. 25,10",,9,https://www.youtube.com/watch?v=V1hw_xVYubU,https://www.youtube.com/watch?v=d0-_RO-YCk4,https://www.youtube.com/watch?v=g0hoN6_HDVU,https://www.youtube.com/watch?v=lccVbc05AYA,V1hw_xVYubU,/data/scratch/acw630/difficulty_cipi/V1hw_xVYubU.wav,x-252,test,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
28,FRÉDÉRIC CHOPIN,"Etude b minor op. 25,10",,9,https://www.youtube.com/watch?v=V1hw_xVYubU,https://www.youtube.com/watch?v=d0-_RO-YCk4,https://www.youtube.com/watch?v=g0hoN6_HDVU,https://www.youtube.com/watch?v=lccVbc05AYA,V1hw_xVYubU,/data/scratch/acw630/difficulty_cipi/V1hw_xVYubU.wav,x-252,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
28,FRÉDÉRIC CHOPIN,"Etude b minor op. 25,10",,9,https://www.youtube.com/watch?v=V1hw_xVYubU,https://www.youtube.com/watch?v=d0-_RO-YCk4,https://www.youtube.com/watch?v=g0hoN6_HDVU,https://www.youtube.com/watch?v=lccVbc05AYA,V1hw_xVYubU,/data/scratch/acw630/difficulty_cipi/V1hw_xVYubU.wav,x-252,test,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
29,FRANZ LISZT,Hungarian Rhapsody no. 6,,9,https://www.youtube.com/watch?v=LhInwkq4nAw,,,,LhInwkq4nAw,/data/scratch/acw630/difficulty_cipi/LhInwkq4nAw.wav,x-255,test,Can you identify the composer of this piece?,FRANZ LISZT
29,FRANZ LISZT,Hungarian Rhapsody no. 6,,9,https://www.youtube.com/watch?v=LhInwkq4nAw,,,,LhInwkq4nAw,/data/scratch/acw630/difficulty_cipi/LhInwkq4nAw.wav,x-255,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
29,FRANZ LISZT,Hungarian Rhapsody no. 6,,9,https://www.youtube.com/watch?v=LhInwkq4nAw,,,,LhInwkq4nAw,/data/scratch/acw630/difficulty_cipi/LhInwkq4nAw.wav,x-255,test,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
30,ISAAC ALBÉNIZ,Eritaña,,9,https://www.youtube.com/watch?v=LTQ8ISHnJBg,,,https://www.youtube.com/watch?v=P82RZcjO2y4,LTQ8ISHnJBg,/data/scratch/acw630/difficulty_cipi/LTQ8ISHnJBg.wav,x-264,train,Who is likely the composer of the music being played?,ISAAC ALBÉNIZ
30,ISAAC ALBÉNIZ,Eritaña,,9,https://www.youtube.com/watch?v=LTQ8ISHnJBg,,,https://www.youtube.com/watch?v=P82RZcjO2y4,LTQ8ISHnJBg,/data/scratch/acw630/difficulty_cipi/LTQ8ISHnJBg.wav,x-264,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,9
30,ISAAC ALBÉNIZ,Eritaña,,9,https://www.youtube.com/watch?v=LTQ8ISHnJBg,,,https://www.youtube.com/watch?v=P82RZcjO2y4,LTQ8ISHnJBg,/data/scratch/acw630/difficulty_cipi/LTQ8ISHnJBg.wav,x-264,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
31,ROBERT SCHUMANN,Toccata C major op. 7,,9,https://www.youtube.com/watch?v=EUHobIa3TL0,,,,EUHobIa3TL0,/data/scratch/acw630/difficulty_cipi/EUHobIa3TL0.wav,x-34,val,Could you guess the composer of this piece?,ROBERT SCHUMANN
31,ROBERT SCHUMANN,Toccata C major op. 7,,9,https://www.youtube.com/watch?v=EUHobIa3TL0,,,,EUHobIa3TL0,/data/scratch/acw630/difficulty_cipi/EUHobIa3TL0.wav,x-34,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",9
31,ROBERT SCHUMANN,Toccata C major op. 7,,9,https://www.youtube.com/watch?v=EUHobIa3TL0,,,,EUHobIa3TL0,/data/scratch/acw630/difficulty_cipi/EUHobIa3TL0.wav,x-34,val,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
32,MAURICE RAVEL,Scarbo,,9,https://www.youtube.com/watch?v=b7oJqi52d2I,,,,b7oJqi52d2I,/data/scratch/acw630/difficulty_cipi/b7oJqi52d2I.wav,x-349,test,Who might be the composer of this piece?,MAURICE RAVEL
32,MAURICE RAVEL,Scarbo,,9,https://www.youtube.com/watch?v=b7oJqi52d2I,,,,b7oJqi52d2I,/data/scratch/acw630/difficulty_cipi/b7oJqi52d2I.wav,x-349,test,Rate the complexity of the piece in this track on a scale of 1 to 9.,9
32,MAURICE RAVEL,Scarbo,,9,https://www.youtube.com/watch?v=b7oJqi52d2I,,,,b7oJqi52d2I,/data/scratch/acw630/difficulty_cipi/b7oJqi52d2I.wav,x-349,test,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
33,FRANZ LISZT,Feux Follets,,9,https://www.youtube.com/watch?v=Ifk5Swd8WHk,https://www.youtube.com/watch?v=LsggmCF1Cys,https://www.youtube.com/watch?v=_NQ0Bt-Onow,https://www.youtube.com/watch?v=SVkTSv0mIew,Ifk5Swd8WHk,/data/scratch/acw630/difficulty_cipi/Ifk5Swd8WHk.wav,x-39,val,Who is likely the composer of the music being played?,FRANZ LISZT
33,FRANZ LISZT,Feux Follets,,9,https://www.youtube.com/watch?v=Ifk5Swd8WHk,https://www.youtube.com/watch?v=LsggmCF1Cys,https://www.youtube.com/watch?v=_NQ0Bt-Onow,https://www.youtube.com/watch?v=SVkTSv0mIew,Ifk5Swd8WHk,/data/scratch/acw630/difficulty_cipi/Ifk5Swd8WHk.wav,x-39,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",9
33,FRANZ LISZT,Feux Follets,,9,https://www.youtube.com/watch?v=Ifk5Swd8WHk,https://www.youtube.com/watch?v=LsggmCF1Cys,https://www.youtube.com/watch?v=_NQ0Bt-Onow,https://www.youtube.com/watch?v=SVkTSv0mIew,Ifk5Swd8WHk,/data/scratch/acw630/difficulty_cipi/Ifk5Swd8WHk.wav,x-39,val,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
34,FRANZ LISZT,Wilde Jagd,,9,https://www.youtube.com/watch?v=7cBJzSMCq-M,https://www.youtube.com/watch?v=crprL4skrY4,https://www.youtube.com/watch?v=s-6OHzO7TfI,https://www.youtube.com/watch?v=kD4T-rNklsY,7cBJzSMCq-M,/data/scratch/acw630/difficulty_cipi/7cBJzSMCq-M.wav,x-40,test,Could you guess the composer of this piece?,FRANZ LISZT
34,FRANZ LISZT,Wilde Jagd,,9,https://www.youtube.com/watch?v=7cBJzSMCq-M,https://www.youtube.com/watch?v=crprL4skrY4,https://www.youtube.com/watch?v=s-6OHzO7TfI,https://www.youtube.com/watch?v=kD4T-rNklsY,7cBJzSMCq-M,/data/scratch/acw630/difficulty_cipi/7cBJzSMCq-M.wav,x-40,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
34,FRANZ LISZT,Wilde Jagd,,9,https://www.youtube.com/watch?v=7cBJzSMCq-M,https://www.youtube.com/watch?v=crprL4skrY4,https://www.youtube.com/watch?v=s-6OHzO7TfI,https://www.youtube.com/watch?v=kD4T-rNklsY,7cBJzSMCq-M,/data/scratch/acw630/difficulty_cipi/7cBJzSMCq-M.wav,x-40,test,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
35,SERGEI RACHMANINOV,"Prélude e minor op. 32,4",,9,https://www.youtube.com/watch?v=GxzeCc4-38Q,https://www.youtube.com/watch?v=VeAsgMIRcAU,https://www.youtube.com/watch?v=wXQCPAR0EHo,https://www.youtube.com/watch?v=jywaW0mZ0hg,GxzeCc4-38Q,/data/scratch/acw630/difficulty_cipi/GxzeCc4-38Q.wav,x-45,val,Can you identify the composer of this piece?,SERGEI RACHMANINOV
35,SERGEI RACHMANINOV,"Prélude e minor op. 32,4",,9,https://www.youtube.com/watch?v=GxzeCc4-38Q,https://www.youtube.com/watch?v=VeAsgMIRcAU,https://www.youtube.com/watch?v=wXQCPAR0EHo,https://www.youtube.com/watch?v=jywaW0mZ0hg,GxzeCc4-38Q,/data/scratch/acw630/difficulty_cipi/GxzeCc4-38Q.wav,x-45,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
35,SERGEI RACHMANINOV,"Prélude e minor op. 32,4",,9,https://www.youtube.com/watch?v=GxzeCc4-38Q,https://www.youtube.com/watch?v=VeAsgMIRcAU,https://www.youtube.com/watch?v=wXQCPAR0EHo,https://www.youtube.com/watch?v=jywaW0mZ0hg,GxzeCc4-38Q,/data/scratch/acw630/difficulty_cipi/GxzeCc4-38Q.wav,x-45,val,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
36,SERGEI RACHMANINOV,"Prélude e flat minor op. 23,9",,9,https://www.youtube.com/watch?v=XSaoGWXxhzc,https://www.youtube.com/watch?v=4qU2jcVt_LI,https://www.youtube.com/watch?v=hLS8gxQRS_8,https://www.youtube.com/watch?v=vydap1Cpzbk,XSaoGWXxhzc,/data/scratch/acw630/difficulty_cipi/XSaoGWXxhzc.wav,x-53,train,Who is likely the composer of the music being played?,SERGEI RACHMANINOV
36,SERGEI RACHMANINOV,"Prélude e flat minor op. 23,9",,9,https://www.youtube.com/watch?v=XSaoGWXxhzc,https://www.youtube.com/watch?v=4qU2jcVt_LI,https://www.youtube.com/watch?v=hLS8gxQRS_8,https://www.youtube.com/watch?v=vydap1Cpzbk,XSaoGWXxhzc,/data/scratch/acw630/difficulty_cipi/XSaoGWXxhzc.wav,x-53,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",9
36,SERGEI RACHMANINOV,"Prélude e flat minor op. 23,9",,9,https://www.youtube.com/watch?v=XSaoGWXxhzc,https://www.youtube.com/watch?v=4qU2jcVt_LI,https://www.youtube.com/watch?v=hLS8gxQRS_8,https://www.youtube.com/watch?v=vydap1Cpzbk,XSaoGWXxhzc,/data/scratch/acw630/difficulty_cipi/XSaoGWXxhzc.wav,x-53,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
37,FRANZ LISZT,Rigoletto - Concert Paraphrase,,9,https://www.youtube.com/watch?v=1NRcAr0RvkQ,,,,1NRcAr0RvkQ,/data/scratch/acw630/difficulty_cipi/1NRcAr0RvkQ.wav,x-59,test,Could you guess the composer of this piece?,FRANZ LISZT
37,FRANZ LISZT,Rigoletto - Concert Paraphrase,,9,https://www.youtube.com/watch?v=1NRcAr0RvkQ,,,,1NRcAr0RvkQ,/data/scratch/acw630/difficulty_cipi/1NRcAr0RvkQ.wav,x-59,test,Rate the complexity of the piece in this track on a scale of 1 to 9.,9
37,FRANZ LISZT,Rigoletto - Concert Paraphrase,,9,https://www.youtube.com/watch?v=1NRcAr0RvkQ,,,,1NRcAr0RvkQ,/data/scratch/acw630/difficulty_cipi/1NRcAr0RvkQ.wav,x-59,test,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
38,FRANZ LISZT,Hungarian Rhapsody no. 12,,9,https://www.youtube.com/watch?v=BED381eEDvU,,,,BED381eEDvU,/data/scratch/acw630/difficulty_cipi/BED381eEDvU.wav,x-92,train,Can you identify the composer of this piece?,FRANZ LISZT
38,FRANZ LISZT,Hungarian Rhapsody no. 12,,9,https://www.youtube.com/watch?v=BED381eEDvU,,,,BED381eEDvU,/data/scratch/acw630/difficulty_cipi/BED381eEDvU.wav,x-92,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",9
38,FRANZ LISZT,Hungarian Rhapsody no. 12,,9,https://www.youtube.com/watch?v=BED381eEDvU,,,,BED381eEDvU,/data/scratch/acw630/difficulty_cipi/BED381eEDvU.wav,x-92,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
39,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 1,8,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=lPVJy_GAiVM,,mMDu23AmAN0,/data/scratch/acw630/difficulty_cipi/mMDu23AmAN0.wav,c-13,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
39,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 1,8,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=lPVJy_GAiVM,,mMDu23AmAN0,/data/scratch/acw630/difficulty_cipi/mMDu23AmAN0.wav,c-13,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
39,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 1,8,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=mMDu23AmAN0,https://www.youtube.com/watch?v=lPVJy_GAiVM,,mMDu23AmAN0,/data/scratch/acw630/difficulty_cipi/mMDu23AmAN0.wav,c-13,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
40,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 2,8,https://www.youtube.com/watch?v=S6C57j5Sva4,https://www.youtube.com/watch?v=ero4MnGlUwY,https://www.youtube.com/watch?v=lPVJy_GAiVM,https://www.youtube.com/watch?v=06v2bWBh1Ac,S6C57j5Sva4,/data/scratch/acw630/difficulty_cipi/S6C57j5Sva4.wav,c-13,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
40,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 2,8,https://www.youtube.com/watch?v=S6C57j5Sva4,https://www.youtube.com/watch?v=ero4MnGlUwY,https://www.youtube.com/watch?v=lPVJy_GAiVM,https://www.youtube.com/watch?v=06v2bWBh1Ac,S6C57j5Sva4,/data/scratch/acw630/difficulty_cipi/S6C57j5Sva4.wav,c-13,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
40,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 2,8,https://www.youtube.com/watch?v=S6C57j5Sva4,https://www.youtube.com/watch?v=ero4MnGlUwY,https://www.youtube.com/watch?v=lPVJy_GAiVM,https://www.youtube.com/watch?v=06v2bWBh1Ac,S6C57j5Sva4,/data/scratch/acw630/difficulty_cipi/S6C57j5Sva4.wav,c-13,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
41,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 3,8,https://www.youtube.com/watch?v=KLZbibXTW5o,https://www.youtube.com/watch?v=96Pj_lsHPjk,https://www.youtube.com/watch?v=1qOxeeOCuV4,https://www.youtube.com/watch?v=jskdsvswleQ,KLZbibXTW5o,/data/scratch/acw630/difficulty_cipi/KLZbibXTW5o.wav,c-13,train,Who might be the composer of this piece?,LUDWIG VAN BEETHOVEN
41,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 3,8,https://www.youtube.com/watch?v=KLZbibXTW5o,https://www.youtube.com/watch?v=96Pj_lsHPjk,https://www.youtube.com/watch?v=1qOxeeOCuV4,https://www.youtube.com/watch?v=jskdsvswleQ,KLZbibXTW5o,/data/scratch/acw630/difficulty_cipi/KLZbibXTW5o.wav,c-13,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
41,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 3,8,https://www.youtube.com/watch?v=KLZbibXTW5o,https://www.youtube.com/watch?v=96Pj_lsHPjk,https://www.youtube.com/watch?v=1qOxeeOCuV4,https://www.youtube.com/watch?v=jskdsvswleQ,KLZbibXTW5o,/data/scratch/acw630/difficulty_cipi/KLZbibXTW5o.wav,c-13,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
42,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 4,8,https://www.youtube.com/watch?v=PkH1oL-sGxU,,,,PkH1oL-sGxU,/data/scratch/acw630/difficulty_cipi/PkH1oL-sGxU.wav,c-13,train,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
42,LUDWIG VAN BEETHOVEN,"Piano Sonata E flat major op. 27,1",mvt. 4,8,https://www.youtube.com/watch?v=PkH1oL-sGxU,,,,PkH1oL-sGxU,/data/scratch/acw630/difficulty_cipi/PkH1oL-sGxU.wav,c-13,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
